,claimHeadline,articleHeadline,articleHeadlineStance,articleId,claimId
1610,A man in England is wanted by police for slapping people who sneeze in public,Police Looking For A Man That Slaps People When They Sneeze,for,b7034110-d0fb-11e4-956e-77ab1bea7698,de6ec400-d0fa-11e4-956e-77ab1bea7698
1611,A man in England is wanted by police for slapping people who sneeze in public,Man who slaps people around the head for sneezing hunted by police,for,69a55890-d0fb-11e4-956e-77ab1bea7698,de6ec400-d0fa-11e4-956e-77ab1bea7698
1612,A man in England is wanted by police for slapping people who sneeze in public,This Week In Weird News: Horrible Human Slaps Elderly Woman For Sneezing,for,9e2dd510-d0fb-11e4-956e-77ab1bea7698,de6ec400-d0fa-11e4-956e-77ab1bea7698
1613,A man in England is wanted by police for slapping people who sneeze in public,Police hunting mystery slapper in tweed jacket who attacks people who sneeze in town's high street,for,86f7e840-d0fb-11e4-956e-77ab1bea7698,de6ec400-d0fa-11e4-956e-77ab1bea7698
1614,A man in England is wanted by police for slapping people who sneeze in public,Police hunt tweed-jacket wearing man who slaps shoppers for SNEEZING,for,7fd39960-d0fb-11e4-956e-77ab1bea7698,de6ec400-d0fa-11e4-956e-77ab1bea7698
1615,A man in England is wanted by police for slapping people who sneeze in public,Man who SLAPS people if they sneeze in public being hunted by police,for,e6931dc0-d0fa-11e4-956e-77ab1bea7698,de6ec400-d0fa-11e4-956e-77ab1bea7698
1616,A man in England is wanted by police for slapping people who sneeze in public,CARLISLE HEAD SLAPPER ATTACKS SNEEZING WOMEN,for,98fa32a0-d0fb-11e4-956e-77ab1bea7698,de6ec400-d0fa-11e4-956e-77ab1bea7698
1617,A man in England is wanted by police for slapping people who sneeze in public,British Man Slaps People If They Sneeze In Public,for,ac3216d0-d0fb-11e4-956e-77ab1bea7698,de6ec400-d0fa-11e4-956e-77ab1bea7698
1618,A man in England is wanted by police for slapping people who sneeze in public,Mystery man slaps shoppers around head for sneezing,for,a69d8fb0-d0fb-11e4-956e-77ab1bea7698,de6ec400-d0fa-11e4-956e-77ab1bea7698
1619,Charles Manson's fiance wanted to marry him to obtain custody of his corpse,Was Charles Manson's Fiance Playing Him to Get Custody of His Corpse?,observing,2c36cde0-b11b-11e4-9a23-0b6010caa867,d79108f0-b11a-11e4-9a23-0b6010caa867
1620,Charles Manson's fiance wanted to marry him to obtain custody of his corpse,Charles Manson's fiancee allegedly wanted to marry him for his corpse,observing,af8cdd90-b11d-11e4-9a23-0b6010caa867,d79108f0-b11a-11e4-9a23-0b6010caa867
1621,Charles Manson's fiance wanted to marry him to obtain custody of his corpse,Charles Manson's fiancee allegedly wanted to marry him for his corpse,observing,6f46db00-b11d-11e4-9a23-0b6010caa867,d79108f0-b11a-11e4-9a23-0b6010caa867
1622,Charles Manson's fiance wanted to marry him to obtain custody of his corpse,Charles Manson's fiance wanted to marry him for his corpse: source,observing,07dd1440-b11b-11e4-9a23-0b6010caa867,d79108f0-b11a-11e4-9a23-0b6010caa867
1623,Charles Manson's fiance wanted to marry him to obtain custody of his corpse,Charles Manson's fiancee used him for his ... corpse?,observing,817b4e60-b11c-11e4-9a23-0b6010caa867,d79108f0-b11a-11e4-9a23-0b6010caa867
1624,Charles Manson's fiance wanted to marry him to obtain custody of his corpse,BOOK: CHARLES MANSON'S FIANC WANTED MARRIAGE SO SHE COULD DISPLAY HIS CORPSE IN TOURIST ATTRACTION,observing,8a812e80-b11c-11e4-9a23-0b6010caa867,d79108f0-b11a-11e4-9a23-0b6010caa867
1625,Charles Manson's fiance wanted to marry him to obtain custody of his corpse,Manson's fiancee wants to put his corpse on display: Report,observing,9554d450-b11d-11e4-9a23-0b6010caa867,d79108f0-b11a-11e4-9a23-0b6010caa867
1626,Charles Manson's fiance wanted to marry him to obtain custody of his corpse,Charles Manson's fiance only wanted to marry him so she could put his corpse on display in a glass coffin after he died,observing,865b79a0-b11c-11e4-9a23-0b6010caa867,d79108f0-b11a-11e4-9a23-0b6010caa867
1627,Charles Manson's fiance wanted to marry him to obtain custody of his corpse,Charles Manson wedding off after it emerges that fiancee Afton Elaine Burton just wanted his corpse for display,observing,7d5439f0-b11c-11e4-9a23-0b6010caa867,d79108f0-b11a-11e4-9a23-0b6010caa867
1628,Charles Manson's fiance wanted to marry him to obtain custody of his corpse,Charles Manson Wedding Off: Fiancee's Morbid Plan To Exploit His Corpse Emerges,for,9d1f43b0-b11c-11e4-9a23-0b6010caa867,d79108f0-b11a-11e4-9a23-0b6010caa867
1629,Charles Manson's fiance wanted to marry him to obtain custody of his corpse,Charles Manson wedding off as bride wanted to display his dead body in glass coffin,observing,6a927ab0-b11d-11e4-9a23-0b6010caa867,d79108f0-b11a-11e4-9a23-0b6010caa867
1642,The final Marines to leave the U.S. embassy in Yemen handed their weapons over to Houthi rebels,Fox News Floats BS Story About Fleeing Marines Giving Rebels Their Guns,against,5ed70a10-b497-11e4-8507-b58af63d1078,50fa9ba0-b497-11e4-8507-b58af63d1078
1643,The final Marines to leave the U.S. embassy in Yemen handed their weapons over to Houthi rebels,MARINES ORDERED BY STATE DEPT TO SURRENDER WEAPONS IN US EMBASSY EVAC IN YEMEN,observing,c7ef2f00-b497-11e4-8507-b58af63d1078,50fa9ba0-b497-11e4-8507-b58af63d1078
1644,The final Marines to leave the U.S. embassy in Yemen handed their weapons over to Houthi rebels,"Official: Houthis take U.S. vehicles, weapons in Yemen",observing,28879e50-b499-11e4-8507-b58af63d1078,50fa9ba0-b497-11e4-8507-b58af63d1078
1645,The final Marines to leave the U.S. embassy in Yemen handed their weapons over to Houthi rebels,"Pete Hegseth: Marines Exit Yemen Forced to Surrender Dignity, Weapons",observing,c51b0060-b497-11e4-8507-b58af63d1078,50fa9ba0-b497-11e4-8507-b58af63d1078
1646,The final Marines to leave the U.S. embassy in Yemen handed their weapons over to Houthi rebels,Yemen's Houthi rebels seize U.S. Marines weapons at airport,for,ab4acec0-b499-11e4-8507-b58af63d1078,50fa9ba0-b497-11e4-8507-b58af63d1078
1647,Mass grave found in Mexico holds bodies of missing students,Bodies found in Mexico town where students vanished,observing,d6990210-4cb9-11e4-949b-f14041b20838,39506bb0-4cb9-11e4-949b-f14041b20838
1648,Mass grave found in Mexico holds bodies of missing students,Newly Discovered Mass Grave Linked to Missing Mexican Students,for,3dc10c40-4cb9-11e4-949b-f14041b20838,39506bb0-4cb9-11e4-949b-f14041b20838
1649,Mass grave found in Mexico holds bodies of missing students,Missing Mexican students not found in mass grave,against,9a0f6700-54d7-11e4-b6a0-9705a8f94440,39506bb0-4cb9-11e4-949b-f14041b20838
1650,Mass grave found in Mexico holds bodies of missing students,"Are missing students in mass graves found near Iguala, Mexico?",observing,44e303c0-4dc2-11e4-949b-f14041b20838,39506bb0-4cb9-11e4-949b-f14041b20838
1651,Mass grave found in Mexico holds bodies of missing students,Police find mass graves with at least 15 bodies near Mexico town where 43 students disappeared after police clash,observing,10ced2f0-4cbc-11e4-949b-f14041b20838,39506bb0-4cb9-11e4-949b-f14041b20838
1652,Mass grave found in Mexico holds bodies of missing students,"Mexico hit by student massacre: At least 17 anti-corruption protesters rounded up, murdered and dumped in a mass grave - and another 26 are missing",for,d07394a0-4dc1-11e4-949b-f14041b20838,39506bb0-4cb9-11e4-949b-f14041b20838
1653,Mass grave found in Mexico holds bodies of missing students,Mexico prosecutor: Students not in 1st mass graves,against,d9a50340-708c-11e4-8e10-b9c720c188ba,39506bb0-4cb9-11e4-949b-f14041b20838
1654,Mass grave found in Mexico holds bodies of missing students,Mexico finds 4 more graves at site of suspected student massacre,observing,11b1f4f0-50b7-11e4-b6a0-9705a8f94440,39506bb0-4cb9-11e4-949b-f14041b20838
1655,Mass grave found in Mexico holds bodies of missing students,Missing Mexico students not among 28 bodies found in mass grave,against,07971c30-7091-11e4-8e10-b9c720c188ba,39506bb0-4cb9-11e4-949b-f14041b20838
1656,Mass grave found in Mexico holds bodies of missing students,Mexico Says Missing Students Not Found In First Mass Graves,against,cb10abf0-708b-11e4-8e10-b9c720c188ba,39506bb0-4cb9-11e4-949b-f14041b20838
1657,Mass grave found in Mexico holds bodies of missing students,6 hidden mass graves may hold missing Mexican students,observing,d5868fb0-4dc1-11e4-949b-f14041b20838,39506bb0-4cb9-11e4-949b-f14041b20838
1658,Mass grave found in Mexico holds bodies of missing students,Mexican cartel leader kills self bodies in grave not missing students,against,879f40c0-7090-11e4-8e10-b9c720c188ba,39506bb0-4cb9-11e4-949b-f14041b20838
1659,Mass grave found in Mexico holds bodies of missing students,Mexico Student Massacre Update: More Graves Discovered At Murder Site,for,754d07d0-50b6-11e4-b6a0-9705a8f94440,39506bb0-4cb9-11e4-949b-f14041b20838
1660,Mass grave found in Mexico holds bodies of missing students,Mexico Says Students Not Among Dead in Mass Grave,against,7e3ee370-54d7-11e4-b6a0-9705a8f94440,39506bb0-4cb9-11e4-949b-f14041b20838
1661,Mass grave found in Mexico holds bodies of missing students,Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,against,5a527520-54d8-11e4-b6a0-9705a8f94440,39506bb0-4cb9-11e4-949b-f14041b20838
1662,Mass grave found in Mexico holds bodies of missing students,"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",observing,f5406170-4cbb-11e4-949b-f14041b20838,39506bb0-4cb9-11e4-949b-f14041b20838
1663,Mass grave found in Mexico holds bodies of missing students,Mexico police find mass grave near site 43 students vanished,observing,8a5f1540-4cbb-11e4-949b-f14041b20838,39506bb0-4cb9-11e4-949b-f14041b20838
1664,Mass grave found in Mexico holds bodies of missing students,A Mass Grave Points to a Student Massacre in Mexico,for,7d900e90-4dc0-11e4-949b-f14041b20838,39506bb0-4cb9-11e4-949b-f14041b20838
1665,Mass grave found in Mexico holds bodies of missing students,Mexican investigators fear mass grave might hold 43 missing students,observing,188109f0-4cbc-11e4-949b-f14041b20838,39506bb0-4cb9-11e4-949b-f14041b20838
1666,Mass grave found in Mexico holds bodies of missing students,Mexican students not among bodies found in mass graves,against,aa263510-54d7-11e4-b6a0-9705a8f94440,39506bb0-4cb9-11e4-949b-f14041b20838
1667,Mass grave found in Mexico holds bodies of missing students,Mass grave found after 40 students disappear in Mexican protest,observing,e600a8e0-4dc0-11e4-949b-f14041b20838,39506bb0-4cb9-11e4-949b-f14041b20838
1668,Journalist Matt Taibbi has left First Look Media,Matt Taibbi Leaves Omidyar's First Look Media Updated,for,8fda3a90-5edb-11e4-a887-2324afc3f9a8,83b87470-5edb-11e4-a887-2324afc3f9a8
1669,Journalist Matt Taibbi has left First Look Media,"Taibbi takes time out from First Look after disagreements. Can I publish our emails now, Matt?",for,0b829200-5edc-11e4-a887-2324afc3f9a8,83b87470-5edb-11e4-a887-2324afc3f9a8
1670,Journalist Matt Taibbi has left First Look Media,Matt Taibbi takes a leave of absence from First Look Media,for,88d56520-5edc-11e4-a887-2324afc3f9a8,83b87470-5edb-11e4-a887-2324afc3f9a8
1671,Journalist Matt Taibbi has left First Look Media,Matt Taibbi on leave of absence from First Look Media,for,893554e0-5edb-11e4-a887-2324afc3f9a8,83b87470-5edb-11e4-a887-2324afc3f9a8
1672,McDonald's will stop serving the Big Mac,"McDonald's Removing Big Mac, Apple Pies And Eliminating Large Size Options",for,e63e8b30-89d7-11e4-adc5-33f8455b16a2,e3ba9f70-89d7-11e4-adc5-33f8455b16a2
1673,McDonald's will stop serving the Big Mac,"McDonald's Removing Big Mac, Apple Pies And Eliminating Large Size Options",for,0bf2fd60-89d9-11e4-adc5-33f8455b16a2,e3ba9f70-89d7-11e4-adc5-33f8455b16a2
1674,McDonald's will stop serving the Big Mac,McDonald's Big Mac Hoax: Removing Apple Pies And Eliminating Large Size Options Report is not Real,against,1b414b50-89d9-11e4-adc5-33f8455b16a2,e3ba9f70-89d7-11e4-adc5-33f8455b16a2
1675,Two locations in the U.S. are still serving the original McDonald's pizza,You can still order a McPizza at these two McDonald's locations,for,ffa33ba0-a7e3-11e4-a43b-f10f6756f801,adac54f0-a7e1-11e4-a43b-f10f6756f801
1676,Two locations in the U.S. are still serving the original McDonald's pizza,"No, McPizza is not available in two US McDonald's Google Translate",against,0d36fdc0-a7e3-11e4-a43b-f10f6756f801,adac54f0-a7e1-11e4-a43b-f10f6756f801
1677,Two locations in the U.S. are still serving the original McDonald's pizza,Attention children of the 90s: you can still get McDonald's pizza,for,8fdb7810-a7e2-11e4-a43b-f10f6756f801,adac54f0-a7e1-11e4-a43b-f10f6756f801
1678,Two locations in the U.S. are still serving the original McDonald's pizza,You can still order a McPizza at these two McDonald's locations,for,49b1d210-a7e4-11e4-a43b-f10f6756f801,adac54f0-a7e1-11e4-a43b-f10f6756f801
1679,Two locations in the U.S. are still serving the original McDonald's pizza,"Here Are the 2 Places Left Where You Can Find That Taste of the 90s, McDonald's Pizza",for,f70ad540-a7e1-11e4-a43b-f10f6756f801,adac54f0-a7e1-11e4-a43b-f10f6756f801
1680,Two locations in the U.S. are still serving the original McDonald's pizza,There Are Still Two McDonald's That Serve McPizza From the 90s,for,6c415300-a7e4-11e4-a43b-f10f6756f801,adac54f0-a7e1-11e4-a43b-f10f6756f801
1681,Two locations in the U.S. are still serving the original McDonald's pizza,DISCONTINUED 90S MCPIZZA STILL EXISTS AT THESE MCDONALD'S LOCATIONS,for,d54a2b20-a7e3-11e4-a43b-f10f6756f801,adac54f0-a7e1-11e4-a43b-f10f6756f801
1682,A meteorite landed in Nicaragua.,"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",observing,db6f9140-383d-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1683,A meteorite landed in Nicaragua.,NASA Raises Doubts About Reports of Nicaraguan Meteorite,against,c96c0e60-383d-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1684,A meteorite landed in Nicaragua.,Large space object slams Nicaragua's capital as asteroid passes Earth,observing,d57395c0-383d-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1685,A meteorite landed in Nicaragua.,See the Crater a Meteorite Made in Nicaragua,for,89061c30-3847-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1686,A meteorite landed in Nicaragua.,"Managua explosion not a meteorite, NASA suggests",against,ced882c0-38fb-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1687,A meteorite landed in Nicaragua.,Doubts cast over Nicaragua meteorite claim,against,5d7c09f0-3840-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1688,A meteorite landed in Nicaragua.,Meteorite leaves crater in Nicaraguan capital Managua,for,cea153f0-383c-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1689,A meteorite landed in Nicaragua.,Questions raised over Nicaragua meteorite,observing,fe87f140-383d-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1690,A meteorite landed in Nicaragua.,"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",for,9b0e6590-383d-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1691,A meteorite landed in Nicaragua.,"Meteorite makes big crater in Nicaragua, government says",for,22f261d0-3840-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1692,A meteorite landed in Nicaragua.,Nicaraguan commission on possible meteorite crash presents rock samples,observing,0f37b2a0-38fc-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1693,A meteorite landed in Nicaragua.,Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,for,23a10240-3849-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1694,A meteorite landed in Nicaragua.,Meteorite Leaves House-Sized Crater in Nicaragua's Capital,for,7a5fb5c0-3841-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1695,A meteorite landed in Nicaragua.,Meteor Leaves 40-Foot Crater Near Managua's Airport,for,c2f7ae90-383d-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1696,A meteorite landed in Nicaragua.,Scientists Doubt That Meteor Caused Crater In Nicaragua,against,e304cd90-3841-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1697,A meteorite landed in Nicaragua.,Small Meteorite Hits Managua,for,c660ca30-383d-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1698,A meteorite landed in Nicaragua.,Nicaragua says meteorite probable cause of blast in capital,observing,59e8f820-3840-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1699,A meteorite landed in Nicaragua.,Did a Meteorite Impact in Nicaragua over the Weekend?,observing,d231cdb0-383c-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1700,A meteorite landed in Nicaragua.,"Rare meteorite impact causes blast in Nicaragua's capital, Managua",for,cce137f0-383d-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1701,A meteorite landed in Nicaragua.,Nicaragua Meteorite Impact Theory May Be Meteor-wrong,against,34df7250-3847-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1702,A meteorite landed in Nicaragua.,Nicaragua asks U.S. for help investigating meteorite crater,for,ff72dc90-3d16-11e4-bc0b-3f922b93930d,c3928470-383c-11e4-ae63-d5574342724c
1703,A meteorite landed in Nicaragua.,Meteorite leaves crater in Nicaraguan capital Managua,for,df0d2a60-383d-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1704,A meteorite landed in Nicaragua.,Meteorite caused mysterious boom in Nicaragua,observing,a5fd7810-383d-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1705,A meteorite landed in Nicaragua.,Meteorite strike in Nicaragua puzzles experts,for,031e1b30-383e-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1706,A meteorite landed in Nicaragua.,Nasa questions whether crater in Nicaragua caused by meteorite,against,b83ca460-383d-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1707,A meteorite landed in Nicaragua.,"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",against,619032a0-3840-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1708,A meteorite landed in Nicaragua.,"Small meteorite strikes Nicaragua, government says",observing,844e8790-3847-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1709,A meteorite landed in Nicaragua.,Small Meteorite Strikes in Nicaragua's Capital City of Managua,for,e375b4a0-383d-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c
1710,Saudi TV blurred out Michelle Obama's uncovered face during a visit to the country,Michelle Obama's Hair Appeared Totally Uncensored on Saudi TV,against,381513b0-a699-11e4-aa4f-ff16e52e0d56,32793990-a699-11e4-aa4f-ff16e52e0d56
1711,Saudi TV blurred out Michelle Obama's uncovered face during a visit to the country,Michelle Obama Not Blurred Out on Saudi TV,against,1beb1e20-a69c-11e4-aa4f-ff16e52e0d56,32793990-a699-11e4-aa4f-ff16e52e0d56
1712,Saudi TV blurred out Michelle Obama's uncovered face during a visit to the country,Saudis Say Michelle Obama Not Blurred on TV,against,4e53e460-a69b-11e4-aa4f-ff16e52e0d56,32793990-a699-11e4-aa4f-ff16e52e0d56
1713,Saudi TV blurred out Michelle Obama's uncovered face during a visit to the country,Michelle Obama's face blurred by Saudi state television,for,f97da420-a69b-11e4-aa4f-ff16e52e0d56,32793990-a699-11e4-aa4f-ff16e52e0d56
1714,Saudi TV blurred out Michelle Obama's uncovered face during a visit to the country,Updated Saudi State Television Allegedly Blurs Michelle Obama's Face During Meeting With New Saudi King,observing,9e340af0-a69b-11e4-aa4f-ff16e52e0d56,32793990-a699-11e4-aa4f-ff16e52e0d56
1715,Saudi TV blurred out Michelle Obama's uncovered face during a visit to the country,"No, Saudi TV Did Not Blur Out Images of Michelle Obama",against,ed84e9d0-a69b-11e4-aa4f-ff16e52e0d56,32793990-a699-11e4-aa4f-ff16e52e0d56
1716,Saudi TV blurred out Michelle Obama's uncovered face during a visit to the country,"No, Saudi TV did not Blur Out Michelle Obama's Face When the President Met King Salman",against,a0c1a590-a699-11e4-aa4f-ff16e52e0d56,32793990-a699-11e4-aa4f-ff16e52e0d56
1717,Saudi TV blurred out Michelle Obama's uncovered face during a visit to the country,Michelle Obama's face blurred by Saudi state television,for,b01279a0-a69b-11e4-aa4f-ff16e52e0d56,32793990-a699-11e4-aa4f-ff16e52e0d56
1718,A cat that was hit by a car and believed dead dug himself out of his grave,MIRACLE CAT CLAWS ITS WAY OUT OF ITS OWN GRAVE FIVE DAYS AFTER BEING BURIED,for,bf71a230-a674-11e4-aa4f-ff16e52e0d56,be73fdc0-a673-11e4-aa4f-ff16e52e0d56
1719,A cat that was hit by a car and believed dead dug himself out of his grave,"Zombie Cat: Buried Kitty Believed Dead, Meows Back to Life",for,519cea20-a675-11e4-aa4f-ff16e52e0d56,be73fdc0-a673-11e4-aa4f-ff16e52e0d56
1720,A cat that was hit by a car and believed dead dug himself out of his grave,Zombie Cat Claws Way Out of Grave Five Days After Being Buried Alive,for,56222420-a675-11e4-aa4f-ff16e52e0d56,be73fdc0-a673-11e4-aa4f-ff16e52e0d56
1721,A cat that was hit by a car and believed dead dug himself out of his grave,Dead cat claws out of grave 5 days later,for,fc201990-a689-11e4-aa4f-ff16e52e0d56,be73fdc0-a673-11e4-aa4f-ff16e52e0d56
1722,A cat that was hit by a car and believed dead dug himself out of his grave,This Zombie Cat Returned Home Five Days After Being Buried By Its Owner,for,284389d0-a68a-11e4-aa4f-ff16e52e0d56,be73fdc0-a673-11e4-aa4f-ff16e52e0d56
1723,A cat that was hit by a car and believed dead dug himself out of his grave,Miracle cat rises from the dead five days after burial,for,c4103090-a674-11e4-aa4f-ff16e52e0d56,be73fdc0-a673-11e4-aa4f-ff16e52e0d56
1724,A cat that was hit by a car and believed dead dug himself out of his grave,Rise of the zombie cat: Pet who was killed and buried by his owner climbed out of his grave five days later,for,1bdb1dc0-a68a-11e4-aa4f-ff16e52e0d56,be73fdc0-a673-11e4-aa4f-ff16e52e0d56
1725,A cat that was hit by a car and believed dead dug himself out of his grave,Zombie Cat Claws Way Out Of Grave And Into Our Hearts UPDATED,for,0d951810-a68a-11e4-aa4f-ff16e52e0d56,be73fdc0-a673-11e4-aa4f-ff16e52e0d56
1726,A cat that was hit by a car and believed dead dug himself out of his grave,Zombie Cat: Buried Cat Claws Way Out Of Grave After Being Left For Dead,for,15dead10-a68a-11e4-aa4f-ff16e52e0d56,be73fdc0-a673-11e4-aa4f-ff16e52e0d56
1727,A cat that was hit by a car and believed dead dug himself out of his grave,"Tail of survival: Buried cat, believed dead, claws back to life",for,3fe0f790-a675-11e4-aa4f-ff16e52e0d56,be73fdc0-a673-11e4-aa4f-ff16e52e0d56
1728,A cat that was hit by a car and believed dead dug himself out of his grave,"Hungry Florida cat defies death, digs its way out of grave to return home VIDEO",for,21d1c210-a68a-11e4-aa4f-ff16e52e0d56,be73fdc0-a673-11e4-aa4f-ff16e52e0d56
1729,A historian discovered a text with an account of a miracle performed by Jesus,Newly-Found Document Holds Eyewitness Account of Jesus Performing Miracle,for,e462ada0-4eef-11e4-949b-f14041b20838,73a23cc0-4eef-11e4-949b-f14041b20838
1730,A historian discovered a text with an account of a miracle performed by Jesus,"No, Nobody's Discovered a New Eyewitness Account of Jesus Miracles",against,ec188e20-4eef-11e4-949b-f14041b20838,73a23cc0-4eef-11e4-949b-f14041b20838
1731,Three missing Afghan soldiers were found trying to enter Canada,Missing Afghan soldiers taken into custody at Canadian border,for,e0a87780-4288-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d
1732,Three missing Afghan soldiers were found trying to enter Canada,3 Afghan Soldiers Detained at Canadian Border After Leaving U.S. Base,for,bdfc35e0-427f-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d
1733,Three missing Afghan soldiers were found trying to enter Canada,Source: Missing Afghan soldiers at Canadian border,observing,c5e55b60-427f-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d
1734,Three missing Afghan soldiers were found trying to enter Canada,Missing Afghan soldiers found at US Canada border,for,e782f7b0-427e-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d
1735,Three missing Afghan soldiers were found trying to enter Canada,Sources: Missing Afghan Soldiers May Have Been Found Near Canadian Border,observing,c9cde030-427f-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d
1736,Three missing Afghan soldiers were found trying to enter Canada,Source: Three Afghan soldiers located at Canadian border,observing,ea553fa0-4280-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d
1737,Three missing Afghan soldiers were found trying to enter Canada,Three missing Afghan soldiers caught at Canadian border,observing,c8a27830-4282-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d
1738,Three missing Afghan soldiers were found trying to enter Canada,Three Afghan soldiers who vanished from Massachusetts military base are FOUND trying to cross into Canada,for,d282cb10-4288-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d
1739,Three missing Afghan soldiers were found trying to enter Canada,Missing Afghan soldiers found at Canadian border near Niagara Falls,for,9e00b0d0-4280-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d
1740,Three missing Afghan soldiers were found trying to enter Canada,Missing Afghan Soldiers Apprehended Trying To Cross Border Into Canada,for,c1b8c8b0-427f-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d
1741,Three missing Afghan soldiers were found trying to enter Canada,Found at Canadian border: 3 Afghan soldiers missing from Cape Cod,for,d9ac2300-4288-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d
1742,Three missing Afghan soldiers were found trying to enter Canada,Missing Afghani soldiers found trying to cross US border to Canada,for,c2fb8510-4283-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d
1743,Three missing Afghan soldiers were found trying to enter Canada,Found Missing Afghan Soldiers Caught Trying to Enter Canada,for,f000bc10-427e-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d
1744,Three missing Afghan soldiers were found trying to enter Canada,Afghan Soldiers Found at Canadian Border,for,35c33f00-4281-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d
1745,Three missing Afghan soldiers were found trying to enter Canada,Three Afghan soldiers found at Canada border after leaving Cape Cod base,for,cdd94030-4288-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d
1746,Three missing Afghan soldiers were found trying to enter Canada,3 missing Afghan officers detained at Canadian border,for,f38cc900-427e-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d
1747,Three missing Afghan soldiers were found trying to enter Canada,Team 5 source: Missing Afghan soldiers found at Canadian border,observing,0a0ab070-427f-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d
1748,Three missing Afghan soldiers were found trying to enter Canada,Missing Afghan soldiers found at Canadian border,observing,eb35ed90-427e-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d
1749,A hermaphrodite cat in Newfoundland is getting gender assignment surgery,Hermaphroditic cat awaits a gender reassignment surgery to become a boy,for,604ab7e0-a43c-11e4-aa4f-ff16e52e0d56,43af4330-a43c-11e4-aa4f-ff16e52e0d56
